Review_ID,Customer_ID,Review_Text,Rating,Date
469,CUST569,Faced issues with online transactions.,2,2025-04-22
470,CUST570,Banking experience was average.,3,2024-06-09
471,CUST571,No hidden charges and transparent communication.,4,2024-09-23
472,CUST572,Nothing special but does the job.,3,2024-05-06
473,CUST573,ATM network is wide and accessible.,4,2024-10-29
474,CUST574,Branches are available but crowded sometimes.,3,2025-04-14
475,CUST575,Mobile app crashes frequently.,1,2024-11-13
476,CUST576,Highly satisfied with the banking experience.,4,2024-11-27
477,CUST577,It’s okay for basic banking needs.,3,2024-05-10
478,CUST578,"App features are just fine, nothing fancy.",3,2025-01-27
479,CUST579,Service was neither good nor bad.,3,2025-01-06
480,CUST580,Support was acceptable but not impressive.,3,2024-06-09
481,CUST581,Faced issues with online transactions.,2,2024-10-30
482,CUST582,Banking experience was average.,3,2024-04-28
483,CUST583,ATM network is wide and accessible.,4,2024-07-15
484,CUST584,Bad response time from helpline.,2,2024-08-25
485,CUST585,Very smooth experience with customer care.,4,2024-12-24
486,CUST586,Support was acceptable but not impressive.,3,2024-11-23
487,CUST587,Interest rates are higher compared to competitors.,2,2024-08-31
488,CUST588,Poor response to complaints and queries.,1,2025-04-22
489,CUST589,Bad response time from helpline.,2,2025-02-25
490,CUST590,Friendly customer service and quick responses.,5,2024-05-03
491,CUST591,Faced issues with online transactions.,1,2024-12-27
492,CUST592,"Neutral experience, nothing extraordinary.",3,2024-12-13
493,CUST593,Excellent service and easy online transactions.,4,2024-12-05
494,CUST594,"App features are just fine, nothing fancy.",3,2024-09-23
495,CUST595,Excellent service and easy online transactions.,5,2024-05-04
496,CUST596,Interest rates are higher compared to competitors.,2,2024-10-11
497,CUST597,No hidden charges and transparent communication.,4,2024-12-06
498,CUST598,Banking experience was average.,3,2024-04-27
499,CUST599,Website downtime caused major inconvenience.,2,2024-09-02
500,CUST600,Branches are available but crowded sometimes.,3,2025-03-31
501,CUST601,Overall neutral experience with minor issues.,3,2024-11-15
502,CUST602,Overall neutral experience with minor issues.,3,2025-02-14
503,CUST603,Mobile app is very user-friendly and efficient.,5,2024-12-28
504,CUST604,Branches are available but crowded sometimes.,3,2024-06-13
505,CUST605,Service was neither good nor bad.,3,2024-06-28
506,CUST606,Secure and reliable banking experience.,4,2024-11-05
507,CUST607,Website sometimes works slowly but manageable.,3,2025-01-03
508,CUST608,Very smooth experience with customer care.,5,2025-01-20
509,CUST609,Service was neither good nor bad.,3,2024-12-23
510,CUST610,Website downtime caused major inconvenience.,1,2024-11-02
511,CUST611,Highly satisfied with the banking experience.,5,2024-11-11
512,CUST612,It’s okay for basic banking needs.,3,2024-09-05
513,CUST613,Service was neither good nor bad.,3,2025-04-09
514,CUST614,Poor response to complaints and queries.,1,2024-12-05
515,CUST615,Interest rates are higher compared to competitors.,2,2024-09-20
516,CUST616,No hidden charges and transparent communication.,4,2024-09-21
517,CUST617,Overall neutral experience with minor issues.,3,2024-12-26
518,CUST618,ATM network is wide and accessible.,4,2024-12-14
519,CUST619,Poor response to complaints and queries.,2,2024-05-06
520,CUST620,ATM network is wide and accessible.,5,2024-08-05
521,CUST621,Website downtime caused major inconvenience.,2,2024-10-10
522,CUST622,Service was neither good nor bad.,3,2025-01-08
523,CUST623,ATM network is wide and accessible.,5,2025-03-22
524,CUST624,No hidden charges and transparent communication.,5,2024-06-10
525,CUST625,"Neutral experience, nothing extraordinary.",3,2025-04-05
526,CUST626,Mobile app is very user-friendly and efficient.,5,2025-03-02
527,CUST627,Excellent service and easy online transactions.,5,2025-03-24
528,CUST628,Poor response to complaints and queries.,1,2024-11-10
529,CUST629,Excellent service and easy online transactions.,4,2024-11-08
530,CUST630,Website downtime caused major inconvenience.,2,2024-09-17
531,CUST631,Bad response time from helpline.,1,2025-03-04
532,CUST632,"App features are just fine, nothing fancy.",3,2024-08-06
533,CUST633,Mobile app crashes frequently.,2,2025-03-21
534,CUST634,Interest rates are higher compared to competitors.,1,2024-05-27
535,CUST635,Highly satisfied with the banking experience.,4,2024-05-29
536,CUST636,Highly satisfied with the banking experience.,5,2024-08-29
537,CUST637,Mobile app is very user-friendly and efficient.,4,2025-02-01
538,CUST638,It’s okay for basic banking needs.,3,2024-07-15
539,CUST639,Friendly customer service and quick responses.,5,2025-04-08
540,CUST640,It’s okay for basic banking needs.,3,2024-06-11
541,CUST641,Loans were processed faster than expected.,5,2024-07-01
542,CUST642,Great offers on credit cards and savings accounts.,5,2025-01-23
543,CUST643,Banking experience was average.,3,2025-04-19
544,CUST644,ATM network is wide and accessible.,4,2024-07-07
545,CUST645,Loan process took too long with no updates.,1,2025-03-26
546,CUST646,Excellent service and easy online transactions.,5,2024-06-16
547,CUST647,"Neutral experience, nothing extraordinary.",3,2024-07-19
548,CUST648,Branches are available but crowded sometimes.,3,2025-03-03
549,CUST649,Highly satisfied with the banking experience.,4,2024-06-14
550,CUST650,Great offers on credit cards and savings accounts.,5,2024-10-21
551,CUST651,Service was neither good nor bad.,3,2025-03-03
552,CUST652,Nothing special but does the job.,3,2025-02-04
553,CUST653,Excellent service and easy online transactions.,5,2025-03-22
554,CUST654,Support was acceptable but not impressive.,3,2024-09-13
555,CUST655,Bad response time from helpline.,2,2025-02-24
556,CUST656,Mobile app crashes frequently.,1,2024-12-02
557,CUST657,Service was neither good nor bad.,3,2025-01-29
558,CUST658,No hidden charges and transparent communication.,4,2024-09-11
559,CUST659,Branches are available but crowded sometimes.,3,2024-07-14
560,CUST660,Faced issues with online transactions.,2,2024-08-27
561,CUST661,Mobile app is very user-friendly and efficient.,5,2024-05-05
562,CUST662,No hidden charges and transparent communication.,5,2024-05-06
563,CUST663,Website downtime caused major inconvenience.,2,2024-09-23
564,CUST664,Highly satisfied with the banking experience.,4,2024-06-17
565,CUST665,Very smooth experience with customer care.,4,2024-05-26
566,CUST666,Branches are available but crowded sometimes.,3,2024-12-19
567,CUST667,Banking experience was average.,3,2024-11-15
568,CUST668,High hidden charges and slow service.,2,2024-06-08
569,CUST669,Overall neutral experience with minor issues.,3,2024-07-05
570,CUST670,Loan process took too long with no updates.,1,2024-11-27
571,CUST671,"App features are just fine, nothing fancy.",3,2024-11-20
572,CUST672,Very smooth experience with customer care.,4,2024-09-29
573,CUST673,Poor response to complaints and queries.,1,2025-02-04
574,CUST674,Branches are available but crowded sometimes.,3,2024-10-13
575,CUST675,Faced issues with online transactions.,1,2025-02-14
576,CUST676,Great offers on credit cards and savings accounts.,4,2024-12-02
577,CUST677,Highly satisfied with the banking experience.,4,2024-09-26
578,CUST678,Great offers on credit cards and savings accounts.,4,2025-04-10
579,CUST679,No hidden charges and transparent communication.,4,2025-01-15
580,CUST680,Loans were processed faster than expected.,4,2024-05-05
581,CUST681,Loans were processed faster than expected.,4,2024-12-19
582,CUST682,ATM network is wide and accessible.,4,2025-03-27
583,CUST683,Banking experience was average.,3,2025-03-04
584,CUST684,ATM often out of service.,2,2024-08-22
585,CUST685,"Neutral experience, nothing extraordinary.",3,2024-06-15
586,CUST686,Nothing special but does the job.,3,2024-10-29
587,CUST687,Bad response time from helpline.,1,2024-10-05
588,CUST688,Very smooth experience with customer care.,4,2025-04-24
589,CUST689,ATM network is wide and accessible.,5,2025-01-13
590,CUST690,Website downtime caused major inconvenience.,1,2024-12-07
591,CUST691,Unhelpful customer service representatives.,1,2025-02-27
592,CUST692,Bad response time from helpline.,1,2024-10-01
593,CUST693,High hidden charges and slow service.,1,2024-12-23
594,CUST694,Website sometimes works slowly but manageable.,3,2025-03-19
595,CUST695,Website sometimes works slowly but manageable.,3,2024-05-29
596,CUST696,Support was acceptable but not impressive.,3,2024-08-24
597,CUST697,ATM network is wide and accessible.,4,2024-11-02
598,CUST698,Branches are available but crowded sometimes.,3,2024-09-07
599,CUST699,Faced issues with online transactions.,2,2024-06-16
600,CUST700,Interest rates are higher compared to competitors.,2,2024-10-24
601,CUST701,Website downtime caused major inconvenience.,1,2025-01-18
602,CUST702,Unhelpful customer service representatives.,2,2024-08-06
603,CUST703,Secure and reliable banking experience.,5,2024-07-31
604,CUST704,Secure and reliable banking experience.,5,2024-09-22
605,CUST705,Loan process took too long with no updates.,1,2024-12-05
606,CUST706,Secure and reliable banking experience.,4,2024-08-13
607,CUST707,Nothing special but does the job.,3,2024-09-22
608,CUST708,"Neutral experience, nothing extraordinary.",3,2024-08-17
609,CUST709,Faced issues with online transactions.,1,2024-08-14
610,CUST710,Loan process took too long with no updates.,2,2024-05-16
611,CUST711,Website sometimes works slowly but manageable.,3,2024-08-15
612,CUST712,Website downtime caused major inconvenience.,1,2024-09-16
613,CUST713,Mobile app is very user-friendly and efficient.,5,2024-05-03
614,CUST714,Highly satisfied with the banking experience.,5,2025-04-07
615,CUST715,Overall neutral experience with minor issues.,3,2025-02-05
616,CUST716,Unhelpful customer service representatives.,1,2024-08-26
617,CUST717,Mobile app crashes frequently.,2,2024-05-29
618,CUST718,Loans were processed faster than expected.,4,2024-12-12
619,CUST719,Highly satisfied with the banking experience.,4,2024-06-20
620,CUST720,Loans were processed faster than expected.,4,2024-08-03
621,CUST721,Overall neutral experience with minor issues.,3,2024-11-24
622,CUST722,No hidden charges and transparent communication.,4,2024-04-29
623,CUST723,Loan process took too long with no updates.,2,2024-11-04
624,CUST724,Unhelpful customer service representatives.,1,2024-05-29
625,CUST725,It’s okay for basic banking needs.,3,2025-02-20
626,CUST726,Mobile app is very user-friendly and efficient.,5,2024-09-14
627,CUST727,Poor response to complaints and queries.,2,2024-09-12
628,CUST728,Branches are available but crowded sometimes.,3,2025-04-15
629,CUST729,"Neutral experience, nothing extraordinary.",3,2024-12-27
630,CUST730,It’s okay for basic banking needs.,3,2024-09-18
631,CUST731,Bad response time from helpline.,2,2025-04-17
632,CUST732,Secure and reliable banking experience.,4,2025-04-17
633,CUST733,Service was neither good nor bad.,3,2025-02-22
634,CUST734,Great offers on credit cards and savings accounts.,5,2025-02-01
635,CUST735,Bad response time from helpline.,2,2025-01-28
636,CUST736,Excellent service and easy online transactions.,4,2024-05-27
637,CUST737,Support was acceptable but not impressive.,3,2024-05-21
638,CUST738,Mobile app crashes frequently.,2,2024-12-27
639,CUST739,ATM network is wide and accessible.,5,2024-06-25
640,CUST740,No hidden charges and transparent communication.,4,2024-06-21
641,CUST741,Mobile app is very user-friendly and efficient.,4,2025-04-13
642,CUST742,Very smooth experience with customer care.,5,2025-01-09
643,CUST743,Faced issues with online transactions.,1,2024-07-05
644,CUST744,Friendly customer service and quick responses.,4,2024-07-14
645,CUST745,Secure and reliable banking experience.,4,2024-06-01
646,CUST746,Great offers on credit cards and savings accounts.,5,2024-10-10
647,CUST747,Highly satisfied with the banking experience.,5,2025-04-07
648,CUST748,Website downtime caused major inconvenience.,2,2024-09-13
649,CUST749,Great offers on credit cards and savings accounts.,4,2024-07-18
650,CUST750,It’s okay for basic banking needs.,3,2025-02-15
651,CUST751,Excellent service and easy online transactions.,4,2024-11-30
652,CUST752,Service was neither good nor bad.,3,2024-05-24
653,CUST753,Mobile app crashes frequently.,1,2024-09-05
654,CUST754,Mobile app is very user-friendly and efficient.,4,2024-10-25
655,CUST755,High hidden charges and slow service.,2,2025-02-07
656,CUST756,Excellent service and easy online transactions.,4,2025-02-06
657,CUST757,Interest rates are higher compared to competitors.,2,2024-10-26
658,CUST758,Support was acceptable but not impressive.,3,2025-02-09
659,CUST759,Excellent service and easy online transactions.,4,2024-07-13
660,CUST760,Interest rates are higher compared to competitors.,1,2024-06-09
661,CUST761,"Neutral experience, nothing extraordinary.",3,2025-02-13
662,CUST762,Unhelpful customer service representatives.,1,2024-08-13
663,CUST763,ATM network is wide and accessible.,4,2024-08-15
664,CUST764,Website downtime caused major inconvenience.,2,2024-10-23
665,CUST765,Unhelpful customer service representatives.,2,2025-02-03
666,CUST766,Support was acceptable but not impressive.,3,2024-06-28
667,CUST767,Highly satisfied with the banking experience.,5,2024-05-28
668,CUST768,"Neutral experience, nothing extraordinary.",3,2024-10-01
669,CUST769,Great offers on credit cards and savings accounts.,5,2024-07-01
670,CUST770,"App features are just fine, nothing fancy.",3,2025-02-17
671,CUST771,Friendly customer service and quick responses.,5,2024-12-29
672,CUST772,High hidden charges and slow service.,1,2024-04-27
673,CUST773,ATM often out of service.,1,2024-08-08
674,CUST774,Great offers on credit cards and savings accounts.,5,2025-03-08
675,CUST775,Banking experience was average.,3,2024-07-29
676,CUST776,Banking experience was average.,3,2025-01-07
677,CUST777,Faced issues with online transactions.,1,2025-01-26
678,CUST778,Faced issues with online transactions.,2,2025-01-04
679,CUST779,Highly satisfied with the banking experience.,5,2024-10-18
680,CUST780,Friendly customer service and quick responses.,4,2025-01-04
681,CUST781,Loans were processed faster than expected.,4,2024-11-02
682,CUST782,Loans were processed faster than expected.,4,2024-11-06
683,CUST783,Banking experience was average.,3,2024-04-30
684,CUST784,Bad response time from helpline.,2,2025-03-05
685,CUST785,Website sometimes works slowly but manageable.,3,2024-09-11
686,CUST786,High hidden charges and slow service.,2,2025-02-16
687,CUST787,Faced issues with online transactions.,1,2024-10-30
688,CUST788,Friendly customer service and quick responses.,5,2024-09-04
689,CUST789,ATM network is wide and accessible.,5,2024-11-22
690,CUST790,Secure and reliable banking experience.,4,2024-08-02
691,CUST791,"App features are just fine, nothing fancy.",3,2024-05-08
692,CUST792,Friendly customer service and quick responses.,4,2024-10-11
693,CUST793,No hidden charges and transparent communication.,5,2025-03-05
694,CUST794,Website downtime caused major inconvenience.,1,2025-03-17
695,CUST795,Website sometimes works slowly but manageable.,3,2024-05-15
696,CUST796,Excellent service and easy online transactions.,5,2024-07-08
697,CUST797,Branches are available but crowded sometimes.,3,2024-10-11
698,CUST798,No hidden charges and transparent communication.,4,2025-01-14
699,CUST799,ATM network is wide and accessible.,5,2025-01-24
700,CUST800,"App features are just fine, nothing fancy.",3,2024-12-17
701,CUST801,Friendly customer service and quick responses.,5,2024-12-12
702,CUST802,Unhelpful customer service representatives.,2,2024-10-27
703,CUST803,Very smooth experience with customer care.,4,2024-07-24
704,CUST804,ATM network is wide and accessible.,5,2025-03-09
705,CUST805,"Neutral experience, nothing extraordinary.",3,2024-12-02
706,CUST806,Branches are available but crowded sometimes.,3,2025-02-13
707,CUST807,Banking experience was average.,3,2025-01-23
708,CUST808,Secure and reliable banking experience.,5,2024-09-28
709,CUST809,Support was acceptable but not impressive.,3,2024-07-02
710,CUST810,Mobile app crashes frequently.,1,2025-04-13
711,CUST811,No hidden charges and transparent communication.,4,2024-06-06
712,CUST812,Nothing special but does the job.,3,2024-12-23
713,CUST813,Great offers on credit cards and savings accounts.,4,2024-06-22
714,CUST814,Great offers on credit cards and savings accounts.,5,2024-05-05
715,CUST815,Faced issues with online transactions.,1,2024-09-20
716,CUST816,ATM network is wide and accessible.,4,2025-01-29
717,CUST817,Great offers on credit cards and savings accounts.,4,2025-04-01
718,CUST818,Interest rates are higher compared to competitors.,1,2025-02-02
719,CUST819,Excellent service and easy online transactions.,5,2024-09-19
720,CUST820,Poor response to complaints and queries.,1,2024-05-11
721,CUST821,Service was neither good nor bad.,3,2024-07-25
722,CUST822,Great offers on credit cards and savings accounts.,4,2025-01-22
723,CUST823,Interest rates are higher compared to competitors.,2,2024-07-17
724,CUST824,Excellent service and easy online transactions.,4,2024-07-16
725,CUST825,Website downtime caused major inconvenience.,2,2024-12-26
726,CUST826,It’s okay for basic banking needs.,3,2024-08-05
727,CUST827,Branches are available but crowded sometimes.,3,2024-05-29
728,CUST828,Friendly customer service and quick responses.,4,2025-01-08
729,CUST829,Excellent service and easy online transactions.,4,2024-05-30
730,CUST830,Mobile app is very user-friendly and efficient.,5,2024-06-22
731,CUST831,Service was neither good nor bad.,3,2024-10-18
732,CUST832,No hidden charges and transparent communication.,5,2024-10-29
733,CUST833,Overall neutral experience with minor issues.,3,2024-05-28
734,CUST834,Great offers on credit cards and savings accounts.,5,2024-10-08
735,CUST835,Interest rates are higher compared to competitors.,1,2025-04-20
736,CUST836,ATM often out of service.,1,2024-10-14
737,CUST837,"Neutral experience, nothing extraordinary.",3,2024-06-28
738,CUST838,Mobile app is very user-friendly and efficient.,5,2024-06-26
739,CUST839,"Neutral experience, nothing extraordinary.",3,2025-02-21
740,CUST840,Mobile app crashes frequently.,2,2024-05-28
741,CUST841,Banking experience was average.,3,2024-10-23
742,CUST842,ATM network is wide and accessible.,4,2024-07-08
743,CUST843,Bad response time from helpline.,1,2024-07-17
744,CUST844,Friendly customer service and quick responses.,4,2024-09-29
745,CUST845,Unhelpful customer service representatives.,2,2025-03-16
746,CUST846,ATM network is wide and accessible.,4,2024-07-06
747,CUST847,Secure and reliable banking experience.,4,2024-07-19
748,CUST848,Excellent service and easy online transactions.,5,2025-03-09
749,CUST849,Loan process took too long with no updates.,2,2025-04-14
750,CUST850,It’s okay for basic banking needs.,3,2025-02-27
751,CUST851,Unhelpful customer service representatives.,2,2024-05-02
752,CUST852,"Neutral experience, nothing extraordinary.",3,2024-09-18
753,CUST853,Faced issues with online transactions.,1,2024-06-06
754,CUST854,It’s okay for basic banking needs.,3,2025-01-27
755,CUST855,Service was neither good nor bad.,3,2024-10-17
756,CUST856,Bad response time from helpline.,2,2024-06-14
757,CUST857,Interest rates are higher compared to competitors.,1,2024-10-17
758,CUST858,Overall neutral experience with minor issues.,3,2024-10-02
759,CUST859,Website sometimes works slowly but manageable.,3,2024-11-18
760,CUST860,ATM network is wide and accessible.,4,2025-02-26
761,CUST861,High hidden charges and slow service.,1,2025-02-08
762,CUST862,Support was acceptable but not impressive.,3,2024-09-30
763,CUST863,Banking experience was average.,3,2025-01-13
764,CUST864,Service was neither good nor bad.,3,2025-02-07
765,CUST865,Excellent service and easy online transactions.,5,2024-08-09
766,CUST866,No hidden charges and transparent communication.,4,2024-12-03
767,CUST867,Very smooth experience with customer care.,5,2024-07-14
768,CUST868,Nothing special but does the job.,3,2024-06-28
769,CUST869,Overall neutral experience with minor issues.,3,2024-12-05
770,CUST870,Poor response to complaints and queries.,2,2024-05-28
771,CUST871,Very smooth experience with customer care.,5,2025-03-12
772,CUST872,Banking experience was average.,3,2025-03-01
773,CUST873,ATM network is wide and accessible.,5,2025-02-23
774,CUST874,Mobile app crashes frequently.,1,2024-07-01
775,CUST875,Mobile app crashes frequently.,2,2024-06-16
776,CUST876,Friendly customer service and quick responses.,5,2025-04-24
777,CUST877,It’s okay for basic banking needs.,3,2024-08-03
778,CUST878,Unhelpful customer service representatives.,2,2025-01-29
779,CUST879,Friendly customer service and quick responses.,5,2024-10-21
780,CUST880,ATM often out of service.,1,2024-05-16
781,CUST881,Excellent service and easy online transactions.,4,2024-07-16
782,CUST882,Friendly customer service and quick responses.,5,2025-01-24
783,CUST883,Mobile app is very user-friendly and efficient.,4,2024-06-20
784,CUST884,High hidden charges and slow service.,1,2024-08-26
785,CUST885,Great offers on credit cards and savings accounts.,4,2025-04-22
786,CUST886,ATM network is wide and accessible.,5,2024-06-08
787,CUST887,High hidden charges and slow service.,1,2024-05-31
788,CUST888,Great offers on credit cards and savings accounts.,5,2024-11-02
789,CUST889,Website sometimes works slowly but manageable.,3,2025-01-22
790,CUST890,Branches are available but crowded sometimes.,3,2024-08-19
791,CUST891,Loans were processed faster than expected.,5,2024-06-10
792,CUST892,"App features are just fine, nothing fancy.",3,2025-02-07
793,CUST893,Loan process took too long with no updates.,1,2024-06-06
794,CUST894,Website sometimes works slowly but manageable.,3,2024-06-30
795,CUST895,Nothing special but does the job.,3,2024-07-11
796,CUST896,ATM network is wide and accessible.,5,2024-10-04
797,CUST897,Loans were processed faster than expected.,4,2024-05-01
798,CUST898,Support was acceptable but not impressive.,3,2024-07-28
799,CUST899,Service was neither good nor bad.,3,2024-12-01
800,CUST900,Excellent service and easy online transactions.,4,2025-01-30
801,CUST901,Interest rates are higher compared to competitors.,1,2025-03-04
802,CUST902,Banking experience was average.,3,2024-06-02
803,CUST903,Poor response to complaints and queries.,1,2025-03-17
804,CUST904,Mobile app crashes frequently.,2,2024-04-26
805,CUST905,Unhelpful customer service representatives.,2,2024-06-12
806,CUST906,Support was acceptable but not impressive.,3,2024-04-24
807,CUST907,Highly satisfied with the banking experience.,4,2025-01-18
808,CUST908,Mobile app crashes frequently.,1,2024-09-17
809,CUST909,Secure and reliable banking experience.,5,2024-09-16
810,CUST910,Mobile app is very user-friendly and efficient.,4,2024-09-20
811,CUST911,Poor response to complaints and queries.,1,2024-06-28
812,CUST912,No hidden charges and transparent communication.,4,2024-05-25
813,CUST913,Overall neutral experience with minor issues.,3,2025-01-11
814,CUST914,Great offers on credit cards and savings accounts.,4,2025-01-07
815,CUST915,Mobile app is very user-friendly and efficient.,5,2024-05-19
816,CUST916,Loans were processed faster than expected.,5,2025-03-17
817,CUST917,Great offers on credit cards and savings accounts.,5,2024-09-15
818,CUST918,Service was neither good nor bad.,3,2025-02-03
819,CUST919,Mobile app is very user-friendly and efficient.,4,2025-02-24
820,CUST920,Mobile app is very user-friendly and efficient.,5,2024-10-13
821,CUST921,Great offers on credit cards and savings accounts.,5,2024-07-10
822,CUST922,Very smooth experience with customer care.,4,2024-11-29
823,CUST923,Secure and reliable banking experience.,5,2024-12-17
824,CUST924,Poor response to complaints and queries.,1,2024-11-30
825,CUST925,It’s okay for basic banking needs.,3,2024-06-12
826,CUST926,Loan process took too long with no updates.,1,2025-03-15
827,CUST927,Unhelpful customer service representatives.,2,2024-06-14
828,CUST928,Mobile app crashes frequently.,2,2025-02-13
829,CUST929,Great offers on credit cards and savings accounts.,4,2024-07-31
830,CUST930,No hidden charges and transparent communication.,4,2024-07-11
831,CUST931,Great offers on credit cards and savings accounts.,4,2024-05-01
832,CUST932,Very smooth experience with customer care.,4,2024-05-17
833,CUST933,Service was neither good nor bad.,3,2025-01-07
834,CUST934,Overall neutral experience with minor issues.,3,2024-10-06
835,CUST935,It’s okay for basic banking needs.,3,2024-06-24
836,CUST936,Excellent service and easy online transactions.,5,2024-11-17
837,CUST937,Loan process took too long with no updates.,1,2025-02-02
838,CUST938,Friendly customer service and quick responses.,4,2024-09-16
839,CUST939,Website downtime caused major inconvenience.,1,2024-10-13
840,CUST940,Unhelpful customer service representatives.,1,2025-04-04
841,CUST941,Mobile app crashes frequently.,2,2024-12-14
842,CUST942,Branches are available but crowded sometimes.,3,2025-01-11
843,CUST943,It’s okay for basic banking needs.,3,2024-08-06
844,CUST944,Loan process took too long with no updates.,1,2024-05-30
845,CUST945,No hidden charges and transparent communication.,5,2024-12-12
846,CUST946,Service was neither good nor bad.,3,2024-11-19
847,CUST947,Branches are available but crowded sometimes.,3,2024-08-02
848,CUST948,Faced issues with online transactions.,2,2024-12-15
849,CUST949,Loans were processed faster than expected.,4,2024-09-09
850,CUST950,Secure and reliable banking experience.,5,2024-06-04
851,CUST951,Support was acceptable but not impressive.,3,2025-03-09
852,CUST952,"Neutral experience, nothing extraordinary.",3,2024-11-16
853,CUST953,"Neutral experience, nothing extraordinary.",3,2024-11-02
854,CUST954,Nothing special but does the job.,3,2024-04-29
855,CUST955,"Neutral experience, nothing extraordinary.",3,2025-01-29
856,CUST956,Website downtime caused major inconvenience.,1,2025-01-12
857,CUST957,"App features are just fine, nothing fancy.",3,2025-01-13
858,CUST958,Friendly customer service and quick responses.,5,2024-06-14
859,CUST959,Overall neutral experience with minor issues.,3,2025-04-11
860,CUST960,Overall neutral experience with minor issues.,3,2025-04-16
861,CUST961,Website sometimes works slowly but manageable.,3,2025-02-17
862,CUST962,ATM often out of service.,1,2025-03-05
863,CUST963,"App features are just fine, nothing fancy.",3,2024-09-04
864,CUST964,Very smooth experience with customer care.,4,2025-01-17
865,CUST965,Overall neutral experience with minor issues.,3,2025-04-21
866,CUST966,Overall neutral experience with minor issues.,3,2024-11-20
867,CUST967,Bad response time from helpline.,1,2024-10-28
868,CUST968,It’s okay for basic banking needs.,3,2024-10-21
869,CUST969,Nothing special but does the job.,3,2025-04-01
870,CUST970,Bad response time from helpline.,1,2024-07-27
871,CUST971,Website downtime caused major inconvenience.,2,2025-02-06
872,CUST972,High hidden charges and slow service.,1,2024-07-15
873,CUST973,Great offers on credit cards and savings accounts.,4,2025-01-28
874,CUST974,Loans were processed faster than expected.,4,2024-12-28
875,CUST975,Very smooth experience with customer care.,4,2024-08-05
876,CUST976,ATM network is wide and accessible.,5,2024-06-01
877,CUST977,High hidden charges and slow service.,2,2024-08-07
878,CUST978,ATM network is wide and accessible.,4,2024-11-28
879,CUST979,Poor response to complaints and queries.,1,2025-02-19
880,CUST980,"Neutral experience, nothing extraordinary.",3,2025-02-19
881,CUST981,Bad response time from helpline.,1,2025-02-17
882,CUST982,Highly satisfied with the banking experience.,4,2024-08-15
883,CUST983,Website sometimes works slowly but manageable.,3,2024-10-25
884,CUST984,Branches are available but crowded sometimes.,3,2025-01-11
885,CUST985,Unhelpful customer service representatives.,2,2025-03-23
886,CUST986,Great offers on credit cards and savings accounts.,4,2025-03-01
887,CUST987,Website sometimes works slowly but manageable.,3,2024-08-07
888,CUST988,Service was neither good nor bad.,3,2024-11-29
889,CUST989,Highly satisfied with the banking experience.,4,2024-05-11
890,CUST990,Unhelpful customer service representatives.,2,2024-08-06
891,CUST991,Support was acceptable but not impressive.,3,2025-02-26
892,CUST992,Loans were processed faster than expected.,5,2024-06-26
893,CUST993,Mobile app is very user-friendly and efficient.,4,2025-03-25
894,CUST994,Support was acceptable but not impressive.,3,2024-12-05
895,CUST995,"Neutral experience, nothing extraordinary.",3,2024-10-25
896,CUST996,Interest rates are higher compared to competitors.,1,2024-07-16
897,CUST997,Support was acceptable but not impressive.,3,2025-04-11
898,CUST998,"App features are just fine, nothing fancy.",3,2025-03-11
899,CUST999,Very smooth experience with customer care.,5,2024-07-08
900,CUST1000,Unhelpful customer service representatives.,1,2024-12-30
901,CUST1001,Great offers on credit cards and savings accounts.,4,2024-10-28
902,CUST1002,Very smooth experience with customer care.,4,2024-06-08
903,CUST1003,Website downtime caused major inconvenience.,2,2024-12-19
904,CUST1004,ATM often out of service.,2,2024-04-30
905,CUST1005,Very smooth experience with customer care.,4,2024-10-26
906,CUST1006,ATM often out of service.,2,2025-01-12
907,CUST1007,Mobile app is very user-friendly and efficient.,5,2025-03-02
908,CUST1008,Faced issues with online transactions.,2,2025-02-19
909,CUST1009,Branches are available but crowded sometimes.,3,2024-08-26
910,CUST1010,Support was acceptable but not impressive.,3,2024-10-30
911,CUST1011,Very smooth experience with customer care.,5,2024-11-03
912,CUST1012,High hidden charges and slow service.,2,2024-05-12
913,CUST1013,Secure and reliable banking experience.,5,2024-12-27
914,CUST1014,ATM often out of service.,2,2024-07-25
915,CUST1015,ATM network is wide and accessible.,4,2024-09-27
916,CUST1016,Interest rates are higher compared to competitors.,1,2025-01-10
917,CUST1017,Nothing special but does the job.,3,2024-06-27
918,CUST1018,Friendly customer service and quick responses.,4,2024-12-27
919,CUST1019,Highly satisfied with the banking experience.,4,2024-06-09
920,CUST1020,Branches are available but crowded sometimes.,3,2024-07-02
921,CUST1021,Unhelpful customer service representatives.,2,2024-05-29
922,CUST1022,Banking experience was average.,3,2024-12-08
923,CUST1023,ATM network is wide and accessible.,4,2024-12-21
924,CUST1024,Interest rates are higher compared to competitors.,1,2024-12-11
925,CUST1025,Friendly customer service and quick responses.,4,2024-05-03
926,CUST1026,ATM network is wide and accessible.,4,2025-01-11
927,CUST1027,Banking experience was average.,3,2025-03-09
928,CUST1028,No hidden charges and transparent communication.,4,2024-07-20
929,CUST1029,Bad response time from helpline.,2,2024-11-08
930,CUST1030,Website sometimes works slowly but manageable.,3,2024-08-09
931,CUST1031,Website sometimes works slowly but manageable.,3,2025-01-05
932,CUST1032,Mobile app crashes frequently.,2,2024-06-11
933,CUST1033,Branches are available but crowded sometimes.,3,2025-04-10
